PKD_Code,Industry_Name,Klasyfikacja,Lending Opp (2026),Stability (Now),Stability (2026),Transformation (Now),Transformation (2026),Est. Revenue,Est. Growth,Est. Risk %
43.,ROBOTY BUDOWLANE SPECJALISTYCZNE,⚠️ Wysokie Ryzyko (2026),58.82353362250769,43.14149743662401,50.2471414435666,78.41,83.44390476190951,50091.69599248096,0.02943590267965579,5.509781288645172
08.,POZOSTAŁE GÓRNICTWO I WYDOBYWANIE,🔹 Neutralne,57.78162895335919,72.55012974932764,64.12531889079288,54.94,56.596285714286786,10867.499887218,0.07257686783975315,1.0336576473110313
72.,BADANIA NAUKOWE I PRACE ROZWOJOWE,🔹 Neutralne,56.77142273733827,53.52968928765426,58.32940854238571,50.75999999999999,50.78885714285727,22528.576022556517,0.15037002190505788,1.9333946325378406
09.,DZIAŁALNOŚĆ USŁUGOWA WSPOMAGAJĄCA GÓRNICTWO I WYDOBYWANIE,🔹 Neutralne,56.71468511211728,41.157098921660314,45.17784751749826,54.94,56.596285714286786,6683.9594210525975,0.05414999552326272,1.386101186150114
55.,ZAKWATEROWANIE,⚠️ Wysokie Ryzyko (2026),56.412001813698026,58.72870827282022,60.75419091540517,51.83,52.24752380952415,13829.510428571492,0.1941040032403265,2.7177923139008726
68.,DZIAŁALNOŚĆ ZWIĄZANA Z OBSŁUGĄ RYNKU NIERUCHOMOŚCI,⚠️ Wysokie Ryzyko (2026),55.48122471773598,55.97020360692993,63.62152154516956,50.11,50.11676190476193,58637.89972180454,0.09072762700184356,3.2342228900823216
37.,ODPROWADZANIE I OCZYSZCZANIE ŚCIEKÓW,🔹 Neutralne,54.3313176120063,53.67168192221106,57.70512445319018,50.17,50.21485714285716,14027.320127819548,0.09065992466140305,0.1838455488801749
85.,EDUKACJA,⚠️ Wysokie Ryzyko (2026),54.00382734064807,68.96627388508121,50.568984014356076,50.0,50.0,4361.286641337443,,4.705266359183952
66.,DZIAŁALNOŚĆ WSPOMAGAJĄCA USŁUGI FINANSOWE ORAZ UBEZPIECZENIA I FUNDUSZE EMERYTALNE,⚠️ Wysokie Ryzyko (2026),53.79312340785533,63.73349243323552,53.44849070319854,56.54,57.357904761905665,40575.1325490186,,4.661654863903095
38.,"DZIAŁALNOŚĆ ZWIĄZANA ZE ZBIERANIEM, PRZETWARZANIEM I UNIESZKODLIWIANIEM ODPADÓW; ODZYSK SUROWCÓW",🔹 Neutralne,53.47271823266867,71.2147042516694,64.82217529628474,50.17,50.21485714285716,38098.468308271375,0.08839227490106527,1.3153351550663785
69.,"DZIAŁALNOŚĆ PRAWNICZA, RACHUNKOWO-KSIĘGOWA I DORADZTWO PODATKOWE",⚠️ Wysokie Ryzyko (2026),53.16178608078645,72.52378889473984,59.72918785018423,50.75999999999999,50.78885714285727,23154.098230564035,,2.526004940104542
50.,TRANSPORT WODNY,⚠️ Wysokie Ryzyko (2026),52.130668380472535,50.914935876870814,54.543892550029696,55.25,56.35824324324319,3267.7746707431797,,5.0860378215751325
36.,"POBÓR, UZDATNIANIE I DOSTARCZANIE WODY",🔹 Neutralne,51.34701314856876,56.042556440034616,46.71360828114537,50.17,50.21485714285716,10342.146720587974,,0.12304912385492628
49.,TRANSPORT LĄDOWY ORAZ TRANSPORT RUROCIĄGOWY,⚠️ Wysokie Ryzyko (2026),51.308524285276626,42.274101059028624,55.35606965219846,55.25,56.34495238095318,155796.11969924904,0.08822814554984415,4.605335813843567
75.,DZIAŁALNOŚĆ WETERYNARYJNA,⚠️ Wysokie Ryzyko (2026),50.92066092435932,55.66799450383096,56.28796368124021,50.75999999999999,50.78885714285727,710.6419269206672,,7.384605635970047
56.,DZIAŁALNOŚĆ USŁUGOWA ZWIĄZANA Z WYŻYWIENIEM,⚠️ Wysokie Ryzyko (2026),50.782147297767686,60.29371623686202,58.874618272913416,51.83,52.24752380952415,19122.67645864701,0.14936690914726647,11.907956339913426
86.,OPIEKA ZDROWOTNA,🔹 Neutralne,50.48768456482909,69.77331994802192,59.851589225462696,50.0,50.0,57979.37652631663,0.13164815902016702,2.275392722652498
14.,PRODUKCJA ODZIEŻY,⚠️ Wysokie Ryzyko (2026),50.147834926314886,38.958047654847874,52.71237856170842,52.629999999999995,53.24961904761949,5225.333917293236,0.043905287880313004,4.277093317369804
32.,POZOSTAŁA PRODUKCJA WYROBÓW,🔹 Neutralne,49.562682703494076,50.12046210903436,56.42031168177286,52.629999999999995,53.24961904761949,20005.34078947408,0.06307854895293818,2.325591058481166
17.,PRODUKCJA PAPIERU I WYROBÓW Z PAPIERU,🔹 Neutralne,49.31066769222285,47.25709065934515,63.3294451809458,52.629999999999995,53.24961904761949,66885.70435338374,0.08245525597731751,1.5036970568339427
25.,"PRODUKCJA METALOWYCH WYROBÓW GOTOWYCH, Z WYŁĄCZENIEM MASZYN I URZĄDZEŃ",🔹 Neutralne,49.01324376668534,39.4847141842057,56.11428624430956,52.629999999999995,53.24961904761949,158838.12381203286,0.06455605886906701,2.1380269523550055
28.,"PRODUKCJA MASZYN I URZĄDZEŃ, GDZIE INDZIEJ NIESKLASYFIKOWANA",🔹 Neutralne,49.0089984252404,41.255227187883065,56.38066179313772,52.629999999999995,53.24961904761949,68958.57860150421,0.062446975798571724,1.420892568297262
01.,"UPRAWY ROLNE, CHÓW I HODOWLA ZWIERZĄT, ŁOWIECTWO, WŁĄCZAJĄC DZIAŁALNOŚĆ USŁUGOWĄ",⚠️ Wysokie Ryzyko (2026),48.71546103963635,50.64499446171234,55.444580271733834,51.739999999999995,52.09342857142873,30626.11629323312,0.05381808753317596,12.129255790633579
70.,DZIAŁALNOŚĆ FIRM CENTRALNYCH (HEAD OFFICES); DORADZTWO ZWIĄZANE Z ZARZĄDZANIEM,⚠️ Wysokie Ryzyko (2026),48.66906155386527,66.20507840779445,52.629501975008054,50.75999999999999,50.78885714285727,39297.133879699744,0.02727231319451917,7.770629713856579
18.,POLIGRAFIA I REPRODUKCJA ZAPISANYCH NOŚNIKÓW INFORMACJI,🔹 Neutralne,48.46097321253393,45.661394199405535,53.51407046109629,52.629999999999995,53.24961904761949,16815.32506015012,0.04595820574473608,2.1796579602810766
23.,PRODUKCJA WYROBÓW Z POZOSTAŁYCH MINERALNYCH SUROWCÓW NIEMETALICZNYCH,🔹 Neutralne,48.421638504783516,45.414296333810945,55.58285524480333,52.629999999999995,53.24961904761949,88611.08227067813,0.05357484584711836,1.6830620192472168
10.,PRODUKCJA ARTYKUŁÓW SPOŻYWCZYCH,🔹 Neutralne,48.40503859127836,50.57163443441263,59.17446375482596,52.629999999999995,53.24961904761949,364936.2281578928,0.09487331897601603,1.9345887280299792
53.,DZIAŁALNOŚĆ POCZTOWA I KURIERSKA,⚠️ Wysokie Ryzyko (2026),48.40208310118857,62.02891514115616,51.967538909168695,55.25,56.34495238095318,23947.234272727743,,34.960248289218725
61.,TELEKOMUNIKACJA,⚠️ Wysokie Ryzyko (2026),48.39394904754501,51.49070305811063,47.519387122934404,66.53,69.13904761905201,51161.76583458646,0.042224331326743414,3.1767110941348164
16.,"PRODUKCJA WYROBÓW Z DREWNA ORAZ KORKA, Z WYŁĄCZENIEM MEBLI; PRODUKCJA WYROBÓW ZE SŁOMY I MATERIAŁÓW UŻYWANYCH DO WYPLATANIA",⚠️ Wysokie Ryzyko (2026),48.36359566264159,32.470459194052445,55.0885365151012,52.629999999999995,53.24961904761949,46609.45530075254,0.04659954359277996,2.6404395086024692
31.,PRODUKCJA MEBLI,⚠️ Wysokie Ryzyko (2026),48.34417811391891,38.848740783049706,53.73557117837024,52.629999999999995,53.24961904761949,57302.70524812117,0.04597862989138923,2.9709346165869306
22.,PRODUKCJA WYROBÓW Z GUMY I TWORZYW SZTUCZNYCH,🔹 Neutralne,48.1786885595356,44.23016740432461,57.79617057994677,52.629999999999995,53.24961904761949,144124.38524812087,0.04917186778644744,1.152811474207823
64.,"FINANSOWA DZIAŁALNOŚĆ USŁUGOWA, Z WYŁĄCZENIEM UBEZPIECZEŃ I FUNDUSZÓW EMERYTALNYCH",⚠️ Wysokie Ryzyko (2026),48.08448796152083,69.20997686012348,57.64426185268208,56.54,57.357904761905665,47062.822488721926,0.16928256297993016,9.267394042083424
30.,PRODUKCJA POZOSTAŁEGO SPRZĘTU TRANSPORTOWEGO,⚠️ Wysokie Ryzyko (2026),47.779932029031265,59.84155910572741,57.42246648070235,52.629999999999995,53.24961904761949,41332.9838947379,0.13023540897671104,2.89839184755499
74.,"POZOSTAŁA DZIAŁALNOŚĆ PROFESJONALNA, NAUKOWA I TECHNICZNA",⚠️ Wysokie Ryzyko (2026),47.6652408515379,52.01899668858555,51.349532541671294,50.75999999999999,50.78885714285727,5527.704275540251,,6.9847052333220745
20.,PRODUKCJA CHEMIKALIÓW I WYROBÓW CHEMICZNYCH,🔹 Neutralne,47.6195907233591,46.49760902353899,57.667785671292805,52.629999999999995,53.24961904761949,109744.80394736957,0.0692078937819951,1.6671370965281085
33.,"NAPRAWA, KONSERWACJA I INSTALOWANIE MASZYN I URZĄDZEŃ",🔹 Neutralne,47.263154264411156,41.56453656173669,56.17237848272432,52.629999999999995,53.24961904761949,43734.653360901866,0.09769790511308107,2.3717771203019993
60.,NADAWANIE PROGRAMÓW OGÓLNODOSTĘPNYCH I ABONAMENTOWYCH,🚀 Wschodzące Gwiazdy,47.21341125863325,39.28543290496652,43.35254443410685,66.53,69.13904761905201,18971.609390977304,-0.07228384702991875,0.5470305788518033
21.,PRODUKCJA PODSTAWOWYCH SUBSTANCJI FARMACEUTYCZNYCH ORAZ LEKÓW I POZOSTAŁYCH WYROBÓW FARMACEUTYCZNYCH,🔹 Neutralne,46.700211080236855,54.87235070321786,58.553998519482185,52.629999999999995,53.24961904761949,25378.739676691825,0.07147365425295016,2.457875588479453
13.,PRODUKCJA WYROBÓW TEKSTYLNYCH,🔹 Neutralne,46.44407773840633,38.78354348776831,53.78348943779552,52.629999999999995,53.24961904761949,17396.477195488755,0.051561891665988346,2.260665166742058
71.,DZIAŁALNOŚĆ W ZAKRESIE ARCHITEKTURY I INŻYNIERII; BADANIA I ANALIZY TECHNICZNE,⚠️ Wysokie Ryzyko (2026),46.430270715844884,47.90691656832164,51.573406521661724,50.75999999999999,50.78885714285727,20619.489631579025,0.09328062555415739,3.5865028101890175
12.,PRODUKCJA WYROBÓW TYTONIOWYCH,🔹 Neutralne,45.59502104892881,51.31679898518045,61.758673885620865,52.629999999999995,53.24961904761949,20198.58112781972,0.08633558773356853,0.0
26.,"PRODUKCJA KOMPUTERÓW, WYROBÓW ELEKTRONICZNYCH I OPTYCZNYCH",🔹 Neutralne,45.38734844446508,49.047645122146776,51.83571439069845,52.629999999999995,53.24961904761949,63847.82374436082,0.03653009489828207,1.3779957049187033
46.,"HANDEL HURTOWY, Z WYŁĄCZENIEM HANDLU POJAZDAMI SAMOCHODOWYMI",🔹 Neutralne,44.921755880899966,45.999132184577455,54.43660817424014,50.54,50.56514285714291,1088240.4818270653,0.0559817191030452,2.2490159006354133
96.,POZOSTAŁA INDYWIDUALNA DZIAŁALNOŚĆ USŁUGOWA,⚠️ Wysokie Ryzyko (2026),44.7787095960837,68.65634115592893,47.890599646908484,50.0,50.0,3539.6331010707654,,12.10679520319718
87.,POMOC SPOŁECZNA Z ZAKWATEROWANIEM,⚠️ Wysokie Ryzyko (2026),44.554620094803155,51.12490157356431,50.03101707004485,50.0,50.0,375.78148516948204,,4.2560430578465684
80.,DZIAŁALNOŚĆ DETEKTYWISTYCZNA I OCHRONIARSKA,⚠️ Wysokie Ryzyko (2026),44.177054548257665,51.37478238130415,51.11878674998741,50.0,50.0,17416.85557894758,0.08242826706298845,3.643030372854639
24.,PRODUKCJA METALI,🔹 Neutralne,44.14648626342211,27.748042138007108,50.47022505812281,52.629999999999995,53.24961904761949,88272.98879699316,0.060034948646773945,1.3588281584289348
73.,"REKLAMA, BADANIE RYNKU I OPINII PUBLICZNEJ",⚠️ Wysokie Ryzyko (2026),43.80695276513787,51.84870759948518,53.740533537491295,50.75999999999999,50.78885714285727,27966.174639098113,0.09449694002009856,4.3734733502740255
11.,PRODUKCJA NAPOJÓW,⚠️ Wysokie Ryzyko (2026),43.76891418441658,52.43687521512233,52.525987203527905,52.629999999999995,53.24961904761949,44609.80245112814,0.04972902806289703,2.549355428416959
29.,"PRODUKCJA POJAZDÓW SAMOCHODOWYCH, PRZYCZEP I NACZEP, Z WYŁĄCZENIEM MOTOCYKLI",🔹 Neutralne,43.66113172834092,38.78036299771823,51.855489067359564,52.629999999999995,53.24961904761949,235157.39719549008,0.06843764828860555,0.726228344818864
35.,"WYTWARZANIE I ZAOPATRYWANIE W ENERGIĘ ELEKTRYCZNĄ, GAZ, PARĘ WODNĄ, GORĄCĄ WODĘ I POWIETRZE DO UKŁADÓW KLIMATYZACYJNYCH",🔹 Neutralne,43.61080761031406,33.88952724236872,54.31782063089808,50.86999999999999,51.04209523809531,452046.3434135318,0.13620926178161774,2.2195984507142725
27.,PRODUKCJA URZĄDZEŃ ELEKTRYCZNYCH,🔹 Neutralne,43.38361334674277,33.91906415691241,52.2111124614632,52.629999999999995,53.24961904761949,136225.5968646612,0.06505809457961576,0.9659029160473835
45.,HANDEL HURTOWY I DETALICZNY POJAZDAMI SAMOCHODOWYMI; NAPRAWA POJAZDÓW SAMOCHODOWYCH,⚠️ Wysokie Ryzyko (2026),43.02287497458744,62.20193096072505,50.60657989008526,50.54,50.613513513513574,253945.33934406564,,3.1972880590445243
82.,DZIAŁALNOŚĆ ZWIĄZANA Z ADMINISTRACYJNĄ OBSŁUGĄ BIURA I POZOSTAŁA DZIAŁALNOŚĆ WSPOMAGAJĄCA PROWADZENIE DZIAŁALNOŚCI GOSPODARCZEJ,⚠️ Wysokie Ryzyko (2026),42.82372791541855,58.304743682000115,53.38290231401653,50.0,50.0,23036.444849623833,0.07451412612201125,5.385777955743038
47.,"HANDEL DETALICZNY, Z WYŁĄCZENIEM HANDLU DETALICZNEGO POJAZDAMI SAMOCHODOWYMI",⚠️ Wysokie Ryzyko (2026),42.68593357082767,62.36667516630773,49.00819387399557,50.54,50.613513513513574,554569.4260286242,,3.0986257209352175
93.,"DZIAŁALNOŚĆ SPORTOWA, ROZRYWKOWA I REKREACYJNA",⚠️ Wysokie Ryzyko (2026),42.62694093554677,41.61085694461597,41.82202953708495,50.0,50.0,5809.9449022556655,0.19360055287686695,8.371805575509597
78.,DZIAŁALNOŚĆ ZWIĄZANA Z ZATRUDNIENIEM,⚠️ Wysokie Ryzyko (2026),42.02571842449783,48.58929388970881,46.82185516387135,50.0,50.0,21899.673819548916,0.016829045460948322,3.8334812968089977
05.,WYDOBYWANIE WĘGLA KAMIENNEGO I WĘGLA BRUNATNEGO (LIGNITU),🔹 Neutralne,39.15444161304014,17.796936826031846,33.211003713603276,54.94,56.596285714286786,42536.39534586505,0.083570847911842,2.1274615109202273
77.,WYNAJEM I DZIERŻAWA,⚠️ Wysokie Ryzyko (2026),38.51653911589298,42.783578497899036,45.31654703820116,50.0,50.0,22005.71488721785,0.0740989666601326,5.38876134240968
90.,DZIAŁALNOŚĆ TWÓRCZA ZWIĄZANA Z KULTURĄ I ROZRYWKĄ,⚠️ Wysokie Ryzyko (2026),38.37951405636038,64.40724130019977,45.94878514090095,0.0,0.0,412.46972154964897,,38.78269368735437
79.,"DZIAŁALNOŚĆ ORGANIZATORÓW TURYSTYKI, POŚREDNIKÓW I AGENTÓW TURYSTYCZNYCH ORAZ POZOSTAŁA DZIAŁALNOŚĆ USŁUGOWA W ZAKRESIE REZERWACJI I DZIAŁALNOŚCI Z NIĄ ZWIĄZANE",⚠️ Wysokie Ryzyko (2026),30.058305514633055,66.15631579903673,59.84891319575964,37.52660448798747,0.0,18882.639503759565,0.39406681478844874,6.259915966457811
81.,DZIAŁALNOŚĆ USŁUGOWA ZWIĄZANA Z UTRZYMANIEM PORZĄDKU W BUDYNKACH I ZAGOSPODAROWANIEM TERENÓW ZIELENI,⚠️ Wysokie Ryzyko (2026),27.5745684839486,64.57955467595924,58.613981097534726,50.0,0.0,9742.410992481164,0.10900354550429903,3.658871584922281
39.,DZIAŁALNOŚĆ ZWIĄZANA Z REKULTYWACJĄ I POZOSTAŁA DZIAŁALNOŚĆ USŁUGOWA ZWIĄZANA Z GOSPODARKĄ ODPADAMI,⚠️ Wysokie Ryzyko (2026),26.46728040543737,35.43524707577522,53.75373892661421,50.17,0.21485714285716315,1382.379220588191,,3.3907197434073737
88.,POMOC SPOŁECZNA BEZ ZAKWATEROWANIA,⚠️ Wysokie Ryzyko (2026),18.633851808415933,39.4417696847442,39.22068467582713,50.0,0.0,1676.4576906778966,,9.210335900463406
